STATE.,Percent,Race,Condition,Overall,State.Name
FL,9.223074768,Black,COPD,15.39281777,FLORIDA
FL,19.29220048,Hispanic,COPD,25.1686281,FLORIDA
FL,0.129272155,Asian,COPD,0.538213671,FLORIDA
FL,0.01367843,Native Hawaian or Pacific Islander,COPD,2.161918608,FLORIDA
FL,1.350423045,American Indian or Alaska Native,COPD,0.192274652,FLORIDA
FL,55.27698344,White,Diabetes,54.36211495,FLORIDA
FL,17.56995753,Black,Diabetes,15.39281777,FLORIDA
FL,23.28427344,Hispanic,Diabetes,25.1686281,FLORIDA
FL,1.031588964,Asian,Diabetes,0.538213671,FLORIDA
FL,0.301022414,Native Hawaian or Pacific Islander,Diabetes,2.161918608,FLORIDA
FL,0.92025754,American Indian or Alaska Native,Diabetes,0.192274652,FLORIDA
FL,60.15629022,White,Kidney Disease,54.36211495,FLORIDA
FL,12.73490929,Black,Kidney Disease,15.39281777,FLORIDA
FL,21.66428041,Hispanic,Kidney Disease,25.1686281,FLORIDA
FL,1.415342598,Asian,Kidney Disease,0.538213671,FLORIDA
FL,1.467221264,American Indian or Alaska Native,Kidney Disease,0.192274652,FLORIDA
FL,0.062562347,Native Hawaian or Pacific Islander,Kidney Disease,2.161918608,FLORIDA
FL,54.18173121,White,Obesity,54.36211495,FLORIDA
FL,17.69076157,Black,Obesity,15.39281777,FLORIDA
FL,24.73146651,Hispanic,Obesity,25.1686281,FLORIDA
FL,0.870071868,Asian,Obesity,0.538213671,FLORIDA
FL,0.699990938,American Indian or Alaska Native,Obesity,0.192274652,FLORIDA
FL,0.137506069,Native Hawaian or Pacific Islander,Obesity,2.161918608,FLORIDA
FL,62.97818783,White,Smoking,54.36211495,FLORIDA
FL,11.11437532,Black,Smoking,15.39281777,FLORIDA
FL,21.35714079,Hispanic,Smoking,25.1686281,FLORIDA
FL,0.451983503,Asian,Smoking,0.538213671,FLORIDA
FL,0.230106251,Native Hawaian or Pacific Islander,Smoking,2.161918608,FLORIDA
FL,1.725769746,American Indian or Alaska Native,Smoking,0.192274652,FLORIDA
GA,71.7071699,White,Senior,53.17396949,GEORGIA
GA,22.27044322,Black,Senior,31.00684594,GEORGIA
GA,2.466206402,Hispanic,Senior,9.405161494,GEORGIA
GA,0.463038915,Asian,Senior,0.668250613,GEORGIA
GA,0.189184928,American Indian or Alaska Native,Senior,0.176470291,GEORGIA
GA,2.002607295,Native Hawaian or Pacific Islander,Senior,3.257319943,GEORGIA
GA,53.8440222,White,Asthma,53.17396949,GEORGIA
GA,37.24607323,Black,Asthma,31.00684594,GEORGIA
GA,4.71901722,Hispanic,Asthma,9.405161494,GEORGIA
GA,1.928386557,Asian,Asthma,0.668250613,GEORGIA
GA,0.05460898,Native Hawaian or Pacific Islander,Asthma,3.257319943,GEORGIA
GA,0.260920541,American Indian or Alaska Native,Asthma,0.176470291,GEORGIA
GA,70.3148526,White,COPD,53.17396949,GEORGIA
GA,23.14197776,Black,COPD,31.00684594,GEORGIA
GA,3.28348694,Hispanic,COPD,9.405161494,GEORGIA
GA,0.195876918,Asian,COPD,0.668250613,GEORGIA
GA,0.153444179,Native Hawaian or Pacific Islander,COPD,3.257319943,GEORGIA
GA,0.619103851,American Indian or Alaska Native,COPD,0.176470291,GEORGIA
GA,52.30380399,White,Diabetes,53.17396949,GEORGIA
GA,36.6710189,Black,Diabetes,31.00684594,GEORGIA
GA,6.131912591,Hispanic,Diabetes,9.405161494,GEORGIA
GA,3.129247082,Asian,Diabetes,0.668250613,GEORGIA
GA,0.278708291,Native Hawaian or Pacific Islander,Diabetes,3.257319943,GEORGIA
GA,0.421229315,American Indian or Alaska Native,Diabetes,0.176470291,GEORGIA
GA,61.25096891,White,Kidney Disease,53.17396949,GEORGIA
GA,32.38396818,Black,Kidney Disease,31.00684594,GEORGIA
GA,4.259358489,Hispanic,Kidney Disease,9.405161494,GEORGIA
GA,0.531012572,Asian,Kidney Disease,0.668250613,GEORGIA
GA,0.605615102,American Indian or Alaska Native,Kidney Disease,0.176470291,GEORGIA
GA,NA,Native Hawaian or Pacific Islander,Kidney Disease,3.257319943,GEORGIA
GA,52.51299093,White,Obesity,53.17396949,GEORGIA
GA,39.0545926,Black,Obesity,31.00684594,GEORGIA
GA,5.400631043,Hispanic,Obesity,9.405161494,GEORGIA
GA,1.378561653,Asian,Obesity,0.668250613,GEORGIA
GA,0.175695128,American Indian or Alaska Native,Obesity,0.176470291,GEORGIA
GA,0.142650158,Native Hawaian or Pacific Islander,Obesity,3.257319943,GEORGIA
GA,64.22001754,White,Smoking,53.17396949,GEORGIA
GA,26.00302087,Black,Smoking,31.00684594,GEORGIA
GA,5.680758597,Hispanic,Smoking,9.405161494,GEORGIA
GA,1.415122619,Asian,Smoking,0.668250613,GEORGIA
GA,0.137360588,Native Hawaian or Pacific Islander,Smoking,3.257319943,GEORGIA
GA,0.451704402,American Indian or Alaska Native,Smoking,0.176470291,GEORGIA
HI,26.49060029,White,Senior,22.1371716,HAWAII
HI,0.526612669,Black,Senior,1.672821018,HAWAII
HI,3.078150201,Hispanic,Senior,10.41638391,HAWAII
HI,34.6841646,Asian,Senior,15.97794419,HAWAII
HI,0.141017618,American Indian or Alaska Native,Senior,0.128689359,HAWAII
HI,25.44706992,Native Hawaian or Pacific Islander,Senior,28.82458797,HAWAII
HI,19.80437501,White,Asthma,22.1371716,HAWAII
HI,1.10197064,Black,Asthma,1.672821018,HAWAII
HI,13.54072699,Hispanic,Asthma,10.41638391,HAWAII
HI,33.34362912,Asian,Asthma,15.97794419,HAWAII
HI,10.49276983,Native Hawaian or Pacific Islander,Asthma,28.82458797,HAWAII
HI,0.993097544,American Indian or Alaska Native,Asthma,0.128689359,HAWAII
HI,25.8637677,White,COPD,22.1371716,HAWAII
HI,0.357832687,Black,COPD,1.672821018,HAWAII
HI,10.75010939,Hispanic,COPD,10.41638391,HAWAII
HI,35.77139584,Asian,COPD,15.97794419,HAWAII
HI,11.34192696,Native Hawaian or Pacific Islander,COPD,28.82458797,HAWAII
HI,1.190584759,American Indian or Alaska Native,COPD,0.128689359,HAWAII
HI,12.4332882,White,Diabetes,22.1371716,HAWAII
HI,1.08460029,Black,Diabetes,1.672821018,HAWAII
HI,8.627068279,Hispanic,Diabetes,10.41638391,HAWAII
HI,52.56577846,Asian,Diabetes,15.97794419,HAWAII
HI,10.05889881,Native Hawaian or Pacific Islander,Diabetes,28.82458797,HAWAII
HI,0.340417647,American Indian or Alaska Native,Diabetes,0.128689359,HAWAII
HI,23.75433056,White,Kidney Disease,22.1371716,HAWAII
HI,0.413965673,Black,Kidney Disease,1.672821018,HAWAII
HI,6.443712604,Hispanic,Kidney Disease,10.41638391,HAWAII
HI,38.10162191,Asian,Kidney Disease,15.97794419,HAWAII
HI,1.001348638,American Indian or Alaska Native,Kidney Disease,0.128689359,HAWAII
HI,12.61211697,Native Hawaian or Pacific Islander,Kidney Disease,28.82458797,HAWAII
HI,17.97501587,White,Obesity,22.1371716,HAWAII
HI,2.363802732,Black,Obesity,1.672821018,HAWAII
HI,12.67910749,Hispanic,Obesity,10.41638391,HAWAII
HI,26.71439731,Asian,Obesity,15.97794419,HAWAII
HI,0.464042575,American Indian or Alaska Native,Obesity,0.128689359,HAWAII
HI,17.9118909,Native Hawaian or Pacific Islander,Obesity,28.82458797,HAWAII
HI,21.20692042,White,Smoking,22.1371716,HAWAII
HI,1.611302774,Black,Smoking,1.672821018,HAWAII
HI,14.62860084,Hispanic,Smoking,10.41638391,HAWAII
HI,25.67784123,Asian,Smoking,15.97794419,HAWAII
HI,16.55415748,Native Hawaian or Pacific Islander,Smoking,28.82458797,HAWAII
HI,1.066302066,American Indian or Alaska Native,Smoking,0.128689359,HAWAII
ID,93.34441249,White,Senior,82.19212008,IDAHO
ID,0.270586982,Black,Senior,0.599949402,IDAHO
ID,3.39448173,Hispanic,Senior,12.41574135,IDAHO
ID,0.569724087,Asian,Senior,0.506514659,IDAHO
ID,0.85479919,American Indian or Alaska Native,Senior,1.088452544,IDAHO
ID,0.531799297,Native Hawaian or Pacific Islander,Senior,0.922142257,IDAHO
ID,83.72709268,White,Asthma,82.19212008,IDAHO
ID,1.409691393,Black,Asthma,0.599949402,IDAHO
ID,7.462643827,Hispanic,Asthma,12.41574135,IDAHO
ID,0.113639163,Asian,Asthma,0.506514659,IDAHO
ID,0.339707406,Native Hawaian or Pacific Islander,Asthma,0.922142257,IDAHO
ID,2.724050288,American Indian or Alaska Native,Asthma,1.088452544,IDAHO
ID,89.08472449,White,COPD,82.19212008,IDAHO
ID,NA,Black,COPD,0.599949402,IDAHO
ID,4.047140946,Hispanic,COPD,12.41574135,IDAHO
ID,0.449147519,Asian,COPD,0.506514659,IDAHO
ID,NA,Native Hawaian or Pacific Islander,COPD,0.922142257,IDAHO
ID,3.27046359,American Indian or Alaska Native,COPD,1.088452544,IDAHO
ID,82.45996557,White,Diabetes,82.19212008,IDAHO
ID,1.405226802,Black,Diabetes,0.599949402,IDAHO
ID,11.27583687,Hispanic,Diabetes,12.41574135,IDAHO
ID,0.466759722,Asian,Diabetes,0.506514659,IDAHO
ID,NA,Native Hawaian or Pacific Islander,Diabetes,0.922142257,IDAHO
ID,2.256488973,American Indian or Alaska Native,Diabetes,1.088452544,IDAHO
ID,85.79407813,White,Kidney Disease,82.19212008,IDAHO
ID,NA,Black,Kidney Disease,0.599949402,IDAHO
ID,9.259231098,Hispanic,Kidney Disease,12.41574135,IDAHO
ID,0.815145352,Asian,Kidney Disease,0.506514659,IDAHO
ID,NA,American Indian or Alaska Native,Kidney Disease,1.088452544,IDAHO
ID,NA,Native Hawaian or Pacific Islander,Kidney Disease,0.922142257,IDAHO
ID,84.03602958,White,Obesity,82.19212008,IDAHO
ID,0.197508303,Black,Obesity,0.599949402,IDAHO
ID,10.93649293,Hispanic,Obesity,12.41574135,IDAHO
ID,0.550585303,Asian,Obesity,0.506514659,IDAHO
ID,1.188886563,American Indian or Alaska Native,Obesity,1.088452544,IDAHO
ID,0.641155796,Native Hawaian or Pacific Islander,Obesity,0.922142257,IDAHO
ID,86.33146586,White,Smoking,82.19212008,IDAHO
ID,0.933885011,Black,Smoking,0.599949402,IDAHO
ID,5.427883285,Hispanic,Smoking,12.41574135,IDAHO
ID,1.150917298,Asian,Smoking,0.506514659,IDAHO
ID,0.650938262,Native Hawaian or Pacific Islander,Smoking,0.922142257,IDAHO
ID,1.402739946,American Indian or Alaska Native,Smoking,1.088452544,IDAHO
IL,77.37869668,White,Senior,61.58178721,ILLINOIS
IL,11.37469316,Black,Senior,14.00505729,ILLINOIS
IL,6.314418471,Hispanic,Senior,16.96287103,ILLINOIS
IL,0.933964701,Asian,Senior,1.159708574,ILLINOIS
IL,0.119604837,American Indian or Alaska Native,Senior,0.111820016,ILLINOIS
IL,3.210382747,Native Hawaian or Pacific Islander,Senior,4.18870745,ILLINOIS
IL,63.75034707,White,Asthma,61.58178721,ILLINOIS
IL,21.11479595,Black,Asthma,14.00505729,ILLINOIS
IL,10.39657133,Hispanic,Asthma,16.96287103,ILLINOIS
IL,2.744561774,Asian,Asthma,1.159708574,ILLINOIS
IL,NA,Native Hawaian or Pacific Islander,Asthma,4.18870745,ILLINOIS
IL,0.589313889,American Indian or Alaska Native,Asthma,0.111820016,ILLINOIS
IL,71.13371738,White,COPD,61.58178721,ILLINOIS
IL,13.99620561,Black,COPD,14.00505729,ILLINOIS
IL,9.952418829,Hispanic,COPD,16.96287103,ILLINOIS
IL,2.94307601,Asian,COPD,1.159708574,ILLINOIS
IL,NA,Native Hawaian or Pacific Islander,COPD,4.18870745,ILLINOIS
IL,0.649570564,American Indian or Alaska Native,COPD,0.111820016,ILLINOIS
IL,59.8896635,White,Diabetes,61.58178721,ILLINOIS
IL,16.33058471,Black,Diabetes,14.00505729,ILLINOIS
IL,17.60827626,Hispanic,Diabetes,16.96287103,ILLINOIS
IL,3.889608962,Asian,Diabetes,1.159708574,ILLINOIS
IL,0.212791647,Native Hawaian or Pacific Islander,Diabetes,4.18870745,ILLINOIS
IL,0.979287904,American Indian or Alaska Native,Diabetes,0.111820016,ILLINOIS
IL,66.85617596,White,Kidney Disease,61.58178721,ILLINOIS
IL,14.35497064,Black,Kidney Disease,14.00505729,ILLINOIS
IL,13.68467508,Hispanic,Kidney Disease,16.96287103,ILLINOIS
IL,3.367010669,Asian,Kidney Disease,1.159708574,ILLINOIS
IL,0.260691868,American Indian or Alaska Native,Kidney Disease,0.111820016,ILLINOIS
IL,0.854451996,Native Hawaian or Pacific Islander,Kidney Disease,4.18870745,ILLINOIS
IL,62.72038612,White,Obesity,61.58178721,ILLINOIS
IL,17.83769205,Black,Obesity,14.00505729,ILLINOIS
IL,16.32170317,Hispanic,Obesity,16.96287103,ILLINOIS
IL,1.857867414,Asian,Obesity,1.159708574,ILLINOIS
IL,0.42803977,American Indian or Alaska Native,Obesity,0.111820016,ILLINOIS
IL,0.110683767,Native Hawaian or Pacific Islander,Obesity,4.18870745,ILLINOIS
IL,66.93635761,White,Smoking,61.58178721,ILLINOIS
IL,18.21138167,Black,Smoking,14.00505729,ILLINOIS
IL,9.78439929,Hispanic,Smoking,16.96287103,ILLINOIS
IL,2.928179056,Asian,Smoking,1.159708574,ILLINOIS
IL,0.142596928,Native Hawaian or Pacific Islander,Smoking,4.18870745,ILLINOIS
IL,0.641014607,American Indian or Alaska Native,Smoking,0.111820016,ILLINOIS
IN,90.46797409,White,Senior,79.47999722,INDIANA
IN,5.928894503,Black,Senior,9.177729439,INDIANA
IN,1.856204639,Hispanic,Senior,6.789499423,INDIANA
IN,0.204014307,Asian,Senior,0.601136645,INDIANA
IN,0.189689898,American Indian or Alaska Native,Senior,0.1947743,INDIANA
IN,0.700376775,Native Hawaian or Pacific Islander,Senior,1.606270262,INDIANA
IN,80.54833428,White,Asthma,79.47999722,INDIANA
IN,11.19203477,Black,Asthma,9.177729439,INDIANA
IN,4.780885182,Hispanic,Asthma,6.789499423,INDIANA
IN,0.653690632,Asian,Asthma,0.601136645,INDIANA
IN,0.105455491,Native Hawaian or Pacific Islander,Asthma,1.606270262,INDIANA
IN,0.638038658,American Indian or Alaska Native,Asthma,0.1947743,INDIANA
IN,86.15428495,White,COPD,79.47999722,INDIANA
IN,7.661114184,Black,COPD,9.177729439,INDIANA
IN,2.16951475,Hispanic,COPD,6.789499423,INDIANA
IN,0.770435434,Asian,COPD,0.601136645,INDIANA
IN,0.017855083,Native Hawaian or Pacific Islander,COPD,1.606270262,INDIANA
IN,0.980028936,American Indian or Alaska Native,COPD,0.1947743,INDIANA
IN,82.7695612,White,Diabetes,79.47999722,INDIANA
IN,10.04808166,Black,Diabetes,9.177729439,INDIANA
IN,4.882523999,Hispanic,Diabetes,6.789499423,INDIANA
IN,0.547086105,Asian,Diabetes,0.601136645,INDIANA
IN,NA,Native Hawaian or Pacific Islander,Diabetes,1.606270262,INDIANA
IN,0.553137156,American Indian or Alaska Native,Diabetes,0.1947743,INDIANA
IN,81.46121348,White,Kidney Disease,79.47999722,INDIANA
IN,12.47595684,Black,Kidney Disease,9.177729439,INDIANA
IN,3.611877359,Hispanic,Kidney Disease,6.789499423,INDIANA
IN,NA,Asian,Kidney Disease,0.601136645,INDIANA
IN,0.093069229,American Indian or Alaska Native,Kidney Disease,0.1947743,INDIANA
IN,NA,Native Hawaian or Pacific Islander,Kidney Disease,1.606270262,INDIANA
IN,81.31166982,White,Obesity,79.47999722,INDIANA
IN,10.0777658,Black,Obesity,9.177729439,INDIANA
IN,5.926387403,Hispanic,Obesity,6.789499423,INDIANA
IN,0.896227286,Asian,Obesity,0.601136645,INDIANA
IN,0.403192714,American Indian or Alaska Native,Obesity,0.1947743,INDIANA
IN,0.061988002,Native Hawaian or Pacific Islander,Obesity,1.606270262,INDIANA
IN,84.51779622,White,Smoking,79.47999722,INDIANA
IN,8.42546925,Black,Smoking,9.177729439,INDIANA
IN,3.58639734,Hispanic,Smoking,6.789499423,INDIANA
IN,0.935352234,Asian,Smoking,0.601136645,INDIANA
IN,0.022442777,Native Hawaian or Pacific Islander,Smoking,1.606270262,INDIANA
IN,0.424794012,American Indian or Alaska Native,Smoking,0.1947743,INDIANA
IA,96.21446488,White,Senior,86.09515917,IOWA
IA,1.159280936,Black,Senior,3.366641139,IOWA
IA,1.272366221,Hispanic,Senior,5.852994686,IOWA
IA,0.097826087,Asian,Senior,0.485267513,IOWA
IA,0.20840301,American Indian or Alaska Native,Senior,0.308635374,IOWA
IA,0.639841137,Native Hawaian or Pacific Islander,Senior,2.035180219,IOWA
IA,85.02707512,White,Asthma,86.09515917,IOWA
IA,6.062548438,Black,Asthma,3.366641139,IOWA
IA,3.173354927,Hispanic,Asthma,5.852994686,IOWA
IA,1.405475369,Asian,Asthma,0.485267513,IOWA
IA,0.186851536,Native Hawaian or Pacific Islander,Asthma,2.035180219,IOWA
IA,1.333802672,American Indian or Alaska Native,Asthma,0.308635374,IOWA
IA,90.27760687,White,COPD,86.09515917,IOWA
IA,3.336531266,Black,COPD,3.366641139,IOWA
IA,1.410654767,Hispanic,COPD,5.852994686,IOWA
IA,0.254280029,Asian,COPD,0.485267513,IOWA
IA,NA,Native Hawaian or Pacific Islander,COPD,2.035180219,IOWA
IA,2.569651994,American Indian or Alaska Native,COPD,0.308635374,IOWA
IA,87.20082077,White,Diabetes,86.09515917,IOWA
IA,4.717936325,Black,Diabetes,3.366641139,IOWA
IA,4.544166064,Hispanic,Diabetes,5.852994686,IOWA
IA,0.415948049,Asian,Diabetes,0.485267513,IOWA
IA,0.219968817,Native Hawaian or Pacific Islander,Diabetes,2.035180219,IOWA
IA,1.08439809,American Indian or Alaska Native,Diabetes,0.308635374,IOWA
IA,82.04864522,White,Kidney Disease,86.09515917,IOWA
IA,5.225980837,Black,Kidney Disease,3.366641139,IOWA
IA,7.765692068,Hispanic,Kidney Disease,5.852994686,IOWA
IA,1.824123963,Asian,Kidney Disease,0.485267513,IOWA
IA,1.023989935,American Indian or Alaska Native,Kidney Disease,0.308635374,IOWA
IA,0.348455592,Native Hawaian or Pacific Islander,Kidney Disease,2.035180219,IOWA
IA,87.70736183,White,Obesity,86.09515917,IOWA
IA,3.95517543,Black,Obesity,3.366641139,IOWA
IA,4.832340326,Hispanic,Obesity,5.852994686,IOWA
IA,1.164727135,Asian,Obesity,0.485267513,IOWA
IA,0.805581328,American Indian or Alaska Native,Obesity,0.308635374,IOWA
IA,0.110114143,Native Hawaian or Pacific Islander,Obesity,2.035180219,IOWA
IA,85.92465494,White,Smoking,86.09515917,IOWA
IA,4.187278118,Black,Smoking,3.366641139,IOWA
IA,4.191201879,Hispanic,Smoking,5.852994686,IOWA
IA,1.855343387,Asian,Smoking,0.485267513,IOWA
IA,0.254846,Native Hawaian or Pacific Islander,Smoking,2.035180219,IOWA
IA,1.664802562,American Indian or Alaska Native,Smoking,0.308635374,IOWA
KS,90.22996443,White,Senior,76.12084946,KANSAS
KS,3.591036221,Black,Senior,5.607925808,KANSAS
KS,3.414690692,Hispanic,Senior,11.71956864,KANSAS
KS,0.373161937,Asian,Senior,0.540674153,KANSAS
KS,0.472803327,American Indian or Alaska Native,Senior,0.637243982,KANSAS
KS,1.00208655,Native Hawaian or Pacific Islander,Senior,2.338715666,KANSAS
KS,78.10360189,White,Asthma,76.12084946,KANSAS
KS,7.08594896,Black,Asthma,5.607925808,KANSAS
KS,8.335641235,Hispanic,Asthma,11.71956864,KANSAS
KS,1.044730381,Asian,Asthma,0.540674153,KANSAS
KS,0.244451724,Native Hawaian or Pacific Islander,Asthma,2.338715666,KANSAS
KS,1.790195659,American Indian or Alaska Native,Asthma,0.637243982,KANSAS
KS,83.85330397,White,COPD,76.12084946,KANSAS
KS,5.203033413,Black,COPD,5.607925808,KANSAS
KS,4.395287226,Hispanic,COPD,11.71956864,KANSAS
KS,0.666485619,Asian,COPD,0.540674153,KANSAS
KS,NA,Native Hawaian or Pacific Islander,COPD,2.338715666,KANSAS
KS,2.219245656,American Indian or Alaska Native,COPD,0.637243982,KANSAS
KS,76.86112973,White,Diabetes,76.12084946,KANSAS
KS,8.562307563,Black,Diabetes,5.607925808,KANSAS
KS,8.731256255,Hispanic,Diabetes,11.71956864,KANSAS
KS,2.22338631,Asian,Diabetes,0.540674153,KANSAS
KS,0.083320739,Native Hawaian or Pacific Islander,Diabetes,2.338715666,KANSAS
KS,1.74366823,American Indian or Alaska Native,Diabetes,0.637243982,KANSAS
KS,87.92675928,White,Kidney Disease,76.12084946,KANSAS
KS,3.752443191,Black,Kidney Disease,5.607925808,KANSAS
KS,3.135477251,Hispanic,Kidney Disease,11.71956864,KANSAS
KS,1.83052818,Asian,Kidney Disease,0.540674153,KANSAS
KS,1.72513828,American Indian or Alaska Native,Kidney Disease,0.637243982,KANSAS
KS,NA,Native Hawaian or Pacific Islander,Kidney Disease,2.338715666,KANSAS
KS,78.33337892,White,Obesity,76.12084946,KANSAS
KS,6.474085976,Black,Obesity,5.607925808,KANSAS
KS,10.52689009,Hispanic,Obesity,11.71956864,KANSAS
KS,1.011338473,Asian,Obesity,0.540674153,KANSAS
KS,1.573251326,American Indian or Alaska Native,Obesity,0.637243982,KANSAS
KS,0.058794256,Native Hawaian or Pacific Islander,Obesity,2.338715666,KANSAS
KS,77.32524193,White,Smoking,76.12084946,KANSAS
KS,6.477658294,Black,Smoking,5.607925808,KANSAS
KS,9.422594607,Hispanic,Smoking,11.71956864,KANSAS
KS,1.300116414,Asian,Smoking,0.540674153,KANSAS
KS,0.145681912,Native Hawaian or Pacific Islander,Smoking,2.338715666,KANSAS
KS,1.667142621,American Indian or Alaska Native,Smoking,0.637243982,KANSAS
KY,92.504199,White,Senior,84.7540113,KENTUCKY
KY,5.243041546,Black,Senior,7.879165011,KENTUCKY
KY,0.742527032,Hispanic,Senior,3.576907728,KENTUCKY
KY,0.11760327,Asian,Senior,0.330705526,KENTUCKY
KY,0.180627363,American Indian or Alaska Native,Senior,0.190103878,KENTUCKY
KY,0.517485667,Native Hawaian or Pacific Islander,Senior,1.127515763,KENTUCKY
KY,82.23650316,White,Asthma,84.7540113,KENTUCKY
KY,10.62225968,Black,Asthma,7.879165011,KENTUCKY
KY,2.863205776,Hispanic,Asthma,3.576907728,KENTUCKY
KY,0.035643955,Asian,Asthma,0.330705526,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,Asthma,1.127515763,KENTUCKY
KY,2.326017699,American Indian or Alaska Native,Asthma,0.190103878,KENTUCKY
KY,89.85387317,White,COPD,84.7540113,KENTUCKY
KY,5.80221712,Black,COPD,7.879165011,KENTUCKY
KY,1.624714025,Hispanic,COPD,3.576907728,KENTUCKY
KY,0.006246918,Asian,COPD,0.330705526,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,COPD,1.127515763,KENTUCKY
KY,1.601051434,American Indian or Alaska Native,COPD,0.190103878,KENTUCKY
KY,87.93758474,White,Diabetes,84.7540113,KENTUCKY
KY,8.283082203,Black,Diabetes,7.879165011,KENTUCKY
KY,0.591219203,Hispanic,Diabetes,3.576907728,KENTUCKY
KY,0.143383761,Asian,Diabetes,0.330705526,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,Diabetes,1.127515763,KENTUCKY
KY,1.632304404,American Indian or Alaska Native,Diabetes,0.190103878,KENTUCKY
KY,87.74388533,White,Kidney Disease,84.7540113,KENTUCKY
KY,6.77021787,Black,Kidney Disease,7.879165011,KENTUCKY
KY,0.700067697,Hispanic,Kidney Disease,3.576907728,KENTUCKY
KY,NA,Asian,Kidney Disease,0.330705526,KENTUCKY
KY,3.456999441,American Indian or Alaska Native,Kidney Disease,0.190103878,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,Kidney Disease,1.127515763,KENTUCKY
KY,87.51513915,White,Obesity,84.7540113,KENTUCKY
KY,8.554765015,Black,Obesity,7.879165011,KENTUCKY
KY,2.209225917,Hispanic,Obesity,3.576907728,KENTUCKY
KY,0.081565016,Asian,Obesity,0.330705526,KENTUCKY
KY,0.586217311,American Indian or Alaska Native,Obesity,0.190103878,KENTUCKY
KY,0.004184031,Native Hawaian or Pacific Islander,Obesity,1.127515763,KENTUCKY
KY,86.076187,White,Smoking,84.7540113,KENTUCKY
KY,8.105647909,Black,Smoking,7.879165011,KENTUCKY
KY,2.197530179,Hispanic,Smoking,3.576907728,KENTUCKY
KY,0.660699283,Asian,Smoking,0.330705526,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,Smoking,1.127515763,KENTUCKY
KY,1.745690168,American Indian or Alaska Native,Smoking,0.190103878,KENTUCKY
LA,71.27691507,White,Senior,58.83869941,LOUISIANA
LA,23.79542791,Black,Senior,32.00548673,LOUISIANA
LA,2.480034232,Hispanic,Senior,5.028694472,LOUISIANA
LA,0.14481369,Asian,Senior,0.279504144,LOUISIANA
LA,0.451365272,American Indian or Alaska Native,Senior,0.521033464,LOUISIANA
LA,1.014653804,Native Hawaian or Pacific Islander,Senior,1.422801534,LOUISIANA
LA,55.82051342,White,Asthma,58.83869941,LOUISIANA
LA,34.79366125,Black,Asthma,32.00548673,LOUISIANA
LA,5.681748303,Hispanic,Asthma,5.028694472,LOUISIANA
LA,0.252170552,Asian,Asthma,0.279504144,LOUISIANA
LA,0.043695406,Native Hawaian or Pacific Islander,Asthma,1.422801534,LOUISIANA
LA,1.521734854,American Indian or Alaska Native,Asthma,0.521033464,LOUISIANA
LA,64.00064952,White,COPD,58.83869941,LOUISIANA
LA,29.77399141,Black,COPD,32.00548673,LOUISIANA
LA,4.061735477,Hispanic,COPD,5.028694472,LOUISIANA
LA,NA,Asian,COPD,0.279504144,LOUISIANA
LA,NA,Native Hawaian or Pacific Islander,COPD,1.422801534,LOUISIANA
LA,0.769111898,American Indian or Alaska Native,COPD,0.521033464,LOUISIANA
LA,56.29942238,White,Diabetes,58.83869941,LOUISIANA
LA,39.52057409,Black,Diabetes,32.00548673,LOUISIANA
LA,2.176709976,Hispanic,Diabetes,5.028694472,LOUISIANA
LA,0.063147804,Asian,Diabetes,0.279504144,LOUISIANA
LA,NA,Native Hawaian or Pacific Islander,Diabetes,1.422801534,LOUISIANA
LA,0.476265055,American Indian or Alaska Native,Diabetes,0.521033464,LOUISIANA
LA,57.12886479,White,Kidney Disease,58.83869941,LOUISIANA
LA,35.66250439,Black,Kidney Disease,32.00548673,LOUISIANA
LA,3.547931513,Hispanic,Kidney Disease,5.028694472,LOUISIANA
LA,NA,Asian,Kidney Disease,0.279504144,LOUISIANA
LA,1.455970995,American Indian or Alaska Native,Kidney Disease,0.521033464,LOUISIANA
LA,NA,Native Hawaian or Pacific Islander,Kidney Disease,1.422801534,LOUISIANA
LA,54.94341294,White,Obesity,58.83869941,LOUISIANA
LA,37.80501792,Black,Obesity,32.00548673,LOUISIANA
LA,4.065143376,Hispanic,Obesity,5.028694472,LOUISIANA
LA,0.37425925,Asian,Obesity,0.279504144,LOUISIANA
LA,1.363860765,American Indian or Alaska Native,Obesity,0.521033464,LOUISIANA
LA,0.004187177,Native Hawaian or Pacific Islander,Obesity,1.422801534,LOUISIANA
LA,67.89787751,White,Smoking,58.83869941,LOUISIANA
LA,23.73283864,Black,Smoking,32.00548673,LOUISIANA
LA,5.299799833,Hispanic,Smoking,5.028694472,LOUISIANA
LA,0.187140154,Asian,Smoking,0.279504144,LOUISIANA
LA,NA,Native Hawaian or Pacific Islander,Smoking,1.422801534,LOUISIANA
LA,1.314294646,American Indian or Alaska Native,Smoking,0.521033464,LOUISIANA
ME,97.60117684,White,Senior,93.3642604,MAINE
ME,0.267046689,Black,Senior,1.337021773,MAINE
ME,0.542869561,Hispanic,Senior,1.603600805,MAINE
ME,0.162568329,Asian,Senior,0.352562588,MAINE
ME,0.354808512,American Indian or Alaska Native,Senior,0.517702033,MAINE
