STATE.,Ratio,Race,Condition,State.Name
HI,1.168341113,White,COPD,HAWAII
HI,0.213909727,Black,COPD,HAWAII
HI,1.032038516,Hispanic,COPD,HAWAII
HI,2.238798397,Asian,COPD,HAWAII
HI,0.393480974,Native Hawaian or Pacific Islander,COPD,HAWAII
HI,9.251617781,American Indian or Alaska Native,COPD,HAWAII
HI,0.56164755,White,Diabetes,HAWAII
HI,0.648366011,Black,Diabetes,HAWAII
HI,0.828221036,Hispanic,Diabetes,HAWAII
HI,3.289896236,Asian,Diabetes,HAWAII
HI,0.348969388,Native Hawaian or Pacific Islander,Diabetes,HAWAII
HI,2.645266485,American Indian or Alaska Native,Diabetes,HAWAII
HI,1.073051742,White,Kidney Disease,HAWAII
HI,0.247465609,Black,Kidney Disease,HAWAII
HI,0.618613202,Hispanic,Kidney Disease,HAWAII
HI,2.384638565,Asian,Kidney Disease,HAWAII
HI,7.781130067,American Indian or Alaska Native,Kidney Disease,HAWAII
HI,0.437547173,Native Hawaian or Pacific Islander,Kidney Disease,HAWAII
HI,0.8119834,White,Obesity,HAWAII
HI,1.413063744,Black,Obesity,HAWAII
HI,1.217227359,Hispanic,Obesity,HAWAII
HI,1.671954601,Asian,Obesity,HAWAII
HI,3.605912561,American Indian or Alaska Native,Obesity,HAWAII
HI,0.621410128,Native Hawaian or Pacific Islander,Obesity,HAWAII
HI,0.957977866,White,Smoking,HAWAII
HI,0.96322485,Black,Smoking,HAWAII
HI,1.404383801,Hispanic,Smoking,HAWAII
HI,1.607080418,Asian,Smoking,HAWAII
HI,0.574306821,Native Hawaian or Pacific Islander,Smoking,HAWAII
HI,8.285860442,American Indian or Alaska Native,Smoking,HAWAII
ID,1.135685664,White,Senior,IDAHO
ID,0.451016338,Black,Senior,IDAHO
ID,0.273401453,Hispanic,Senior,IDAHO
ID,1.124792889,Asian,Senior,IDAHO
ID,0.785334368,American Indian or Alaska Native,Senior,IDAHO
ID,0.576699845,Native Hawaian or Pacific Islander,Senior,IDAHO
ID,1.018675423,White,Asthma,IDAHO
ID,2.349683804,Black,Asthma,IDAHO
ID,0.601063087,Hispanic,Asthma,IDAHO
ID,0.224355131,Asian,Asthma,IDAHO
ID,0.368389371,Native Hawaian or Pacific Islander,Asthma,IDAHO
ID,2.502681723,American Indian or Alaska Native,Asthma,IDAHO
ID,1.083859674,White,COPD,IDAHO
ID,NA,Black,COPD,IDAHO
ID,0.325968529,Hispanic,COPD,IDAHO
ID,0.886741403,Asian,COPD,IDAHO
ID,NA,Native Hawaian or Pacific Islander,COPD,IDAHO
ID,3.004691024,American Indian or Alaska Native,COPD,IDAHO
ID,1.003258773,White,Diabetes,IDAHO
ID,2.342242192,Black,Diabetes,IDAHO
ID,0.90818877,Hispanic,Diabetes,IDAHO
ID,0.921512762,Asian,Diabetes,IDAHO
ID,NA,Native Hawaian or Pacific Islander,Diabetes,IDAHO
ID,2.073116541,American Indian or Alaska Native,Diabetes,IDAHO
ID,1.043823642,White,Kidney Disease,IDAHO
ID,NA,Black,Kidney Disease,IDAHO
ID,0.745765463,Hispanic,Kidney Disease,IDAHO
ID,1.609322331,Asian,Kidney Disease,IDAHO
ID,NA,American Indian or Alaska Native,Kidney Disease,IDAHO
ID,NA,Native Hawaian or Pacific Islander,Kidney Disease,IDAHO
ID,1.02243414,White,Obesity,IDAHO
ID,0.329208267,Black,Obesity,IDAHO
ID,0.88085702,Hispanic,Obesity,IDAHO
ID,1.087007639,Asian,Obesity,IDAHO
ID,1.092272299,American Indian or Alaska Native,Obesity,IDAHO
ID,0.695289465,Native Hawaian or Pacific Islander,Obesity,IDAHO
ID,1.050361832,White,Smoking,IDAHO
ID,1.556606288,Black,Smoking,IDAHO
ID,0.437177542,Hispanic,Smoking,IDAHO
ID,2.272229002,Asian,Smoking,IDAHO
ID,0.705897878,Native Hawaian or Pacific Islander,Smoking,IDAHO
ID,1.288746996,American Indian or Alaska Native,Smoking,IDAHO
IL,1.256519179,White,Senior,ILLINOIS
IL,0.812184694,Black,Senior,ILLINOIS
IL,0.372249395,Hispanic,Senior,ILLINOIS
IL,0.80534431,Asian,Senior,ILLINOIS
IL,1.069619212,American Indian or Alaska Native,Senior,ILLINOIS
IL,0.766437567,Native Hawaian or Pacific Islander,Senior,ILLINOIS
IL,1.035214305,White,Asthma,ILLINOIS
IL,1.507655093,Black,Asthma,ILLINOIS
IL,0.612901632,Hispanic,Asthma,ILLINOIS
IL,2.366596088,Asian,Asthma,ILLINOIS
IL,NA,Native Hawaian or Pacific Islander,Asthma,ILLINOIS
IL,5.270200359,American Indian or Alaska Native,Asthma,ILLINOIS
IL,1.155109662,White,COPD,ILLINOIS
IL,0.999367966,Black,COPD,ILLINOIS
IL,0.586717827,Hispanic,COPD,ILLINOIS
IL,2.537772055,Asian,COPD,ILLINOIS
IL,NA,Native Hawaian or Pacific Islander,COPD,ILLINOIS
IL,5.809072354,American Indian or Alaska Native,COPD,ILLINOIS
IL,0.972522335,White,Diabetes,ILLINOIS
IL,1.166049119,Black,Diabetes,ILLINOIS
IL,1.038048113,Hispanic,Diabetes,ILLINOIS
IL,3.353953786,Asian,Diabetes,ILLINOIS
IL,0.050801267,Native Hawaian or Pacific Islander,Diabetes,ILLINOIS
IL,8.757715648,American Indian or Alaska Native,Diabetes,ILLINOIS
IL,1.085648517,White,Kidney Disease,ILLINOIS
IL,1.024984786,Black,Kidney Disease,ILLINOIS
IL,0.80674286,Hispanic,Kidney Disease,ILLINOIS
IL,2.903324805,Asian,Kidney Disease,ILLINOIS
IL,2.331352447,American Indian or Alaska Native,Kidney Disease,ILLINOIS
IL,0.203989418,Native Hawaian or Pacific Islander,Kidney Disease,ILLINOIS
IL,1.018489215,White,Obesity,ILLINOIS
IL,1.27366077,Black,Obesity,ILLINOIS
IL,0.96220169,Hispanic,Obesity,ILLINOIS
IL,1.602012313,Asian,Obesity,ILLINOIS
IL,3.827935154,American Indian or Alaska Native,Obesity,ILLINOIS
IL,0.026424325,Native Hawaian or Pacific Islander,Obesity,ILLINOIS
IL,1.086950552,White,Smoking,ILLINOIS
IL,1.300343247,Black,Smoking,ILLINOIS
IL,0.576812691,Hispanic,Smoking,ILLINOIS
IL,2.524926625,Asian,Smoking,ILLINOIS
IL,0.034043181,Native Hawaian or Pacific Islander,Smoking,ILLINOIS
IL,5.732556927,American Indian or Alaska Native,Smoking,ILLINOIS
IN,1.13824833,White,Senior,INDIANA
IN,0.646008857,Black,Senior,INDIANA
IN,0.273393445,Hispanic,Senior,INDIANA
IN,0.339380919,Asian,Senior,INDIANA
IN,0.973895933,American Indian or Alaska Native,Senior,INDIANA
IN,0.436026733,Native Hawaian or Pacific Islander,Senior,INDIANA
IN,1.013441584,White,Asthma,INDIANA
IN,1.219477524,Black,Asthma,INDIANA
IN,0.704158714,Hispanic,Asthma,INDIANA
IN,1.087424361,Asian,Asthma,INDIANA
IN,0.065652396,Native Hawaian or Pacific Islander,Asthma,INDIANA
IN,3.275784637,American Indian or Alaska Native,Asthma,INDIANA
IN,1.083974433,White,COPD,INDIANA
IN,0.834750494,Black,COPD,INDIANA
IN,0.319539721,Hispanic,COPD,INDIANA
IN,1.281631122,Asian,COPD,INDIANA
IN,0.011115865,Native Hawaian or Pacific Islander,COPD,INDIANA
IN,5.031613197,American Indian or Alaska Native,COPD,INDIANA
IN,1.041388577,White,Diabetes,INDIANA
IN,1.094833066,Black,Diabetes,INDIANA
IN,0.719128715,Hispanic,Diabetes,INDIANA
IN,0.910086099,Asian,Diabetes,INDIANA
IN,NA,Native Hawaian or Pacific Islander,Diabetes,INDIANA
IN,2.839887796,American Indian or Alaska Native,Diabetes,INDIANA
IN,1.024927231,White,Kidney Disease,INDIANA
IN,1.359372917,Black,Kidney Disease,INDIANA
IN,0.53197992,Hispanic,Kidney Disease,INDIANA
IN,NA,Asian,Kidney Disease,INDIANA
IN,0.477831158,American Indian or Alaska Native,Kidney Disease,INDIANA
IN,NA,Native Hawaian or Pacific Islander,Kidney Disease,INDIANA
IN,1.023045705,White,Obesity,INDIANA
IN,1.098067432,Black,Obesity,INDIANA
IN,0.872875456,Hispanic,Obesity,INDIANA
IN,1.490887793,Asian,Obesity,INDIANA
IN,2.070050901,American Indian or Alaska Native,Obesity,INDIANA
IN,0.038591265,Native Hawaian or Pacific Islander,Obesity,INDIANA
IN,1.063384489,White,Smoking,INDIANA
IN,0.918034172,Black,Smoking,INDIANA
IN,0.528227063,Hispanic,Smoking,INDIANA
IN,1.555972741,Asian,Smoking,INDIANA
IN,0.013971981,Native Hawaian or Pacific Islander,Smoking,INDIANA
IN,2.180955149,American Indian or Alaska Native,Smoking,INDIANA
IA,1.117536291,White,Senior,IOWA
IA,0.344343483,Black,Senior,IOWA
IA,0.217387216,Hispanic,Senior,IOWA
IA,0.201592079,Asian,Senior,IOWA
IA,0.675240195,American Indian or Alaska Native,Senior,IOWA
IA,0.314390407,Native Hawaian or Pacific Islander,Senior,IOWA
IA,0.987594145,White,Asthma,IOWA
IA,1.800770616,Black,Asthma,IOWA
IA,0.542176287,Hispanic,Asthma,IOWA
IA,2.896289841,Asian,Asthma,IOWA
IA,0.091810806,Native Hawaian or Pacific Islander,Asthma,IOWA
IA,4.321613089,American Indian or Alaska Native,Asthma,IOWA
IA,1.04857936,White,COPD,IOWA
IA,0.991056406,Black,COPD,IOWA
IA,0.241014189,Hispanic,COPD,IOWA
IA,0.523999696,Asian,COPD,IOWA
IA,NA,Native Hawaian or Pacific Islander,COPD,IOWA
IA,8.325850538,American Indian or Alaska Native,COPD,IOWA
IA,1.01284232,White,Diabetes,IOWA
IA,1.401377851,Black,Diabetes,IOWA
IA,0.776383084,Hispanic,Diabetes,IOWA
IA,0.857152062,Asian,Diabetes,IOWA
IA,0.108083213,Native Hawaian or Pacific Islander,Diabetes,IOWA
IA,3.51352496,American Indian or Alaska Native,Diabetes,IOWA
IA,0.952999518,White,Kidney Disease,IOWA
IA,1.552283306,Black,Kidney Disease,IOWA
IA,1.32678953,Hispanic,Kidney Disease,IOWA
IA,3.759006968,Asian,Kidney Disease,IOWA
IA,3.317798353,American Indian or Alaska Native,Kidney Disease,IOWA
IA,0.171216086,Native Hawaian or Pacific Islander,Kidney Disease,IOWA
IA,1.018725822,White,Obesity,IOWA
IA,1.174813491,Black,Obesity,IOWA
IA,0.825618437,Hispanic,Obesity,IOWA
IA,2.400175373,Asian,Obesity,IOWA
IA,2.610139331,American Indian or Alaska Native,Obesity,IOWA
IA,0.054105352,Native Hawaian or Pacific Islander,Obesity,IOWA
IA,0.998019584,White,Smoking,IOWA
IA,1.243755406,Black,Smoking,IOWA
IA,0.716078197,Hispanic,Smoking,IOWA
IA,3.823341429,Asian,Smoking,IOWA
IA,0.12522036,Native Hawaian or Pacific Islander,Smoking,IOWA
IA,5.394075674,American Indian or Alaska Native,Smoking,IOWA
KS,1.185351518,White,Senior,KANSAS
KS,0.640350166,Black,Senior,KANSAS
KS,0.291366585,Hispanic,Senior,KANSAS
KS,0.690178983,Asian,Senior,KANSAS
KS,0.741950242,American Indian or Alaska Native,Senior,KANSAS
KS,0.42847729,Native Hawaian or Pacific Islander,Senior,KANSAS
KS,1.026047429,White,Asthma,KANSAS
KS,1.263559684,Black,Asthma,KANSAS
KS,0.711258365,Hispanic,Asthma,KANSAS
KS,1.93227358,Asian,Asthma,KANSAS
KS,0.104523918,Native Hawaian or Pacific Islander,Asthma,KANSAS
KS,2.809278252,American Indian or Alaska Native,Asthma,KANSAS
KS,1.101581296,White,COPD,KANSAS
KS,0.927799973,Black,COPD,KANSAS
KS,0.375038311,Hispanic,COPD,KANSAS
KS,1.232693695,Asian,COPD,KANSAS
KS,NA,Native Hawaian or Pacific Islander,COPD,KANSAS
KS,3.482568246,American Indian or Alaska Native,COPD,KANSAS
KS,1.009725066,White,Diabetes,KANSAS
KS,1.526822547,Black,Diabetes,KANSAS
KS,0.745015156,Hispanic,Diabetes,KANSAS
KS,4.112248195,Asian,Diabetes,KANSAS
KS,0.035626708,Native Hawaian or Pacific Islander,Diabetes,KANSAS
KS,2.736264728,American Indian or Alaska Native,Diabetes,KANSAS
KS,1.155094299,White,Kidney Disease,KANSAS
KS,0.669132103,Black,Kidney Disease,KANSAS
KS,0.267542036,Hispanic,Kidney Disease,KANSAS
KS,3.38564026,Asian,Kidney Disease,KANSAS
KS,2.707186462,American Indian or Alaska Native,Kidney Disease,KANSAS
KS,NA,Native Hawaian or Pacific Islander,Kidney Disease,KANSAS
KS,1.029066011,White,Obesity,KANSAS
KS,1.154452858,Black,Obesity,KANSAS
KS,0.898231873,Hispanic,Obesity,KANSAS
KS,1.870513815,Asian,Obesity,KANSAS
KS,2.468836696,American Indian or Alaska Native,Obesity,KANSAS
KS,0.025139548,Native Hawaian or Pacific Islander,Obesity,KANSAS
KS,1.01582211,White,Smoking,KANSAS
KS,1.15508987,Black,Smoking,KANSAS
KS,0.804005241,Hispanic,Smoking,KANSAS
KS,2.404620985,Asian,Smoking,KANSAS
KS,0.062291417,Native Hawaian or Pacific Islander,Smoking,KANSAS
KS,2.616176329,American Indian or Alaska Native,Smoking,KANSAS
KY,1.091443314,White,Senior,KENTUCKY
KY,0.665431113,Black,Senior,KENTUCKY
KY,0.207589093,Hispanic,Senior,KENTUCKY
KY,0.35561326,Asian,Senior,KENTUCKY
KY,0.950150861,American Indian or Alaska Native,Senior,KENTUCKY
KY,0.458960916,Native Hawaian or Pacific Islander,Senior,KENTUCKY
KY,0.970296295,White,Asthma,KENTUCKY
KY,1.348145351,Black,Asthma,KENTUCKY
KY,0.800469566,Hispanic,Asthma,KENTUCKY
KY,0.107781552,Asian,Asthma,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,Asthma,KENTUCKY
KY,12.23550894,American Indian or Alaska Native,Asthma,KENTUCKY
KY,1.060172513,White,COPD,KENTUCKY
KY,0.736400001,Black,COPD,KENTUCKY
KY,0.454223075,Hispanic,COPD,KENTUCKY
KY,0.01888967,Asian,COPD,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,COPD,KENTUCKY
KY,8.421981972,American Indian or Alaska Native,COPD,KENTUCKY
KY,1.037562511,White,Diabetes,KENTUCKY
KY,1.051263959,Black,Diabetes,KENTUCKY
KY,0.165287798,Hispanic,Diabetes,KENTUCKY
KY,0.433569294,Asian,Diabetes,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,Diabetes,KENTUCKY
KY,8.586381405,American Indian or Alaska Native,Diabetes,KENTUCKY
KY,1.03527708,White,Kidney Disease,KENTUCKY
KY,0.859255754,Black,Kidney Disease,KENTUCKY
KY,0.195718691,Hispanic,Kidney Disease,KENTUCKY
KY,NA,Asian,Kidney Disease,KENTUCKY
KY,18.18479178,American Indian or Alaska Native,Kidney Disease,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,Kidney Disease,KENTUCKY
KY,1.032578138,White,Obesity,KENTUCKY
KY,1.085745127,Black,Obesity,KENTUCKY
KY,0.617635702,Hispanic,Obesity,KENTUCKY
KY,0.246639411,Asian,Obesity,KENTUCKY
KY,3.083668344,American Indian or Alaska Native,Obesity,KENTUCKY
KY,0.003710841,Native Hawaian or Pacific Islander,Obesity,KENTUCKY
KY,1.015600155,White,Smoking,KENTUCKY
KY,1.02874453,Black,Smoking,KENTUCKY
KY,0.614365912,Hispanic,Smoking,KENTUCKY
KY,1.997847723,Asian,Smoking,KENTUCKY
KY,NA,Native Hawaian or Pacific Islander,Smoking,KENTUCKY
KY,9.182822496,American Indian or Alaska Native,Smoking,KENTUCKY
LA,1.211395149,White,Senior,LOUISIANA
LA,0.743479645,Black,Senior,LOUISIANA
LA,0.493176558,Hispanic,Senior,LOUISIANA
LA,0.518109277,Asian,Senior,LOUISIANA
LA,0.86628845,American Indian or Alaska Native,Senior,LOUISIANA
LA,0.713137975,Native Hawaian or Pacific Islander,Senior,LOUISIANA
LA,0.948704067,White,Asthma,LOUISIANA
LA,1.087115517,Black,Asthma,LOUISIANA
LA,1.129865482,Hispanic,Asthma,LOUISIANA
LA,0.902206845,Asian,Asthma,LOUISIANA
LA,0.030710823,Native Hawaian or Pacific Islander,Asthma,LOUISIANA
LA,2.920608672,American Indian or Alaska Native,Asthma,LOUISIANA
LA,1.087730527,White,COPD,LOUISIANA
LA,0.930277726,Black,COPD,LOUISIANA
LA,0.807711723,Hispanic,COPD,LOUISIANA
LA,NA,Asian,COPD,LOUISIANA
LA,NA,Native Hawaian or Pacific Islander,COPD,LOUISIANA
LA,1.476127641,American Indian or Alaska Native,COPD,LOUISIANA
LA,0.95684342,White,Diabetes,LOUISIANA
LA,1.23480622,Black,Diabetes,LOUISIANA
LA,0.43285787,Hispanic,Diabetes,LOUISIANA
LA,0.225927969,Asian,Diabetes,LOUISIANA
LA,NA,Native Hawaian or Pacific Islander,Diabetes,LOUISIANA
LA,0.91407767,American Indian or Alaska Native,Diabetes,LOUISIANA
LA,0.970940306,White,Kidney Disease,LOUISIANA
LA,1.11426221,Black,Kidney Disease,LOUISIANA
LA,0.705537299,Hispanic,Kidney Disease,LOUISIANA
LA,NA,Asian,Kidney Disease,LOUISIANA
LA,2.794390562,American Indian or Alaska Native,Kidney Disease,LOUISIANA
LA,NA,Native Hawaian or Pacific Islander,Kidney Disease,LOUISIANA
LA,0.933797203,White,Obesity,LOUISIANA
LA,1.18120428,Black,Obesity,LOUISIANA
LA,0.808389414,Hispanic,Obesity,LOUISIANA
LA,1.339011449,Asian,Obesity,LOUISIANA
LA,2.61760685,American Indian or Alaska Native,Obesity,LOUISIANA
LA,0.00294291,Native Hawaian or Pacific Islander,Obesity,LOUISIANA
LA,1.153966321,White,Smoking,LOUISIANA
LA,0.741524066,Black,Smoking,LOUISIANA
LA,1.053911679,Hispanic,Smoking,LOUISIANA
LA,0.669543397,Asian,Smoking,LOUISIANA
LA,NA,Native Hawaian or Pacific Islander,Smoking,LOUISIANA
LA,2.522476456,American Indian or Alaska Native,Smoking,LOUISIANA
ME,1.045380496,White,Senior,MAINE
ME,0.199732491,Black,Senior,MAINE
ME,0.338531609,Hispanic,Senior,MAINE
ME,0.461104878,Asian,Senior,MAINE
ME,0.68535275,American Indian or Alaska Native,Senior,MAINE
ME,0.513554432,Native Hawaian or Pacific Islander,Senior,MAINE
ME,0.980294311,White,Asthma,MAINE
ME,1.135380096,Black,Asthma,MAINE
ME,1.309624056,Hispanic,Asthma,MAINE
ME,1.286007303,Asian,Asthma,MAINE
ME,0.24787658,Native Hawaian or Pacific Islander,Asthma,MAINE
ME,3.707749999,American Indian or Alaska Native,Asthma,MAINE
ME,1.015591669,White,COPD,MAINE
ME,0.058595215,Black,COPD,MAINE
ME,0.544437929,Hispanic,COPD,MAINE
ME,0.255550657,Asian,COPD,MAINE
ME,NA,Native Hawaian or Pacific Islander,COPD,MAINE
ME,4.503388464,American Indian or Alaska Native,COPD,MAINE
ME,1.018727534,White,Diabetes,MAINE
ME,0.186671074,Black,Diabetes,MAINE
ME,0.670430231,Hispanic,Diabetes,MAINE
ME,0.030033527,Asian,Diabetes,MAINE
ME,0.022766655,Native Hawaian or Pacific Islander,Diabetes,MAINE
ME,3.928353728,American Indian or Alaska Native,Diabetes,MAINE
ME,1.0581435,White,Kidney Disease,MAINE
ME,0.075223173,Black,Kidney Disease,MAINE
ME,0.092675489,Hispanic,Kidney Disease,MAINE
ME,NA,Asian,Kidney Disease,MAINE
ME,0.697436186,American Indian or Alaska Native,Kidney Disease,MAINE
ME,NA,Native Hawaian or Pacific Islander,Kidney Disease,MAINE
ME,1.012379426,White,Obesity,MAINE
ME,1.124398479,Black,Obesity,MAINE
ME,0.56279424,Hispanic,Obesity,MAINE
ME,0.625562068,Asian,Obesity,MAINE
ME,2.353557796,American Indian or Alaska Native,Obesity,MAINE
ME,0.148537171,Native Hawaian or Pacific Islander,Obesity,MAINE
ME,1.002122569,White,Smoking,MAINE
ME,0.289607027,Black,Smoking,MAINE
ME,1.312635085,Hispanic,Smoking,MAINE
ME,1.135024966,Asian,Smoking,MAINE
ME,0.241610264,Native Hawaian or Pacific Islander,Smoking,MAINE
ME,2.673739687,American Indian or Alaska Native,Smoking,MAINE
MD,1.310242537,White,Senior,MARYLAND
MD,0.794167036,Black,Senior,MARYLAND
MD,0.305186514,Hispanic,Senior,MARYLAND
MD,0.980681702,Asian,Senior,MARYLAND
MD,1.230007978,American Indian or Alaska Native,Senior,MARYLAND
MD,0.777375687,Native Hawaian or Pacific Islander,Senior,MARYLAND
MD,0.98336621,White,Asthma,MARYLAND
MD,1.175987826,Black,Asthma,MARYLAND
MD,0.89831304,Hispanic,Asthma,MARYLAND
MD,2.129314793,Asian,Asthma,MARYLAND
MD,0.047862248,Native Hawaian or Pacific Islander,Asthma,MARYLAND
MD,2.394788518,American Indian or Alaska Native,Asthma,MARYLAND
MD,1.267211336,White,COPD,MARYLAND
MD,0.879621096,Black,COPD,MARYLAND
MD,0.414067369,Hispanic,COPD,MARYLAND
MD,1.027790017,Asian,COPD,MARYLAND
MD,0.005097789,Native Hawaian or Pacific Islander,COPD,MARYLAND
MD,3.532762078,American Indian or Alaska Native,COPD,MARYLAND
MD,0.930706005,White,Diabetes,MARYLAND
MD,1.243470083,Black,Diabetes,MARYLAND
MD,0.632449108,Hispanic,Diabetes,MARYLAND
MD,4.60126042,Asian,Diabetes,MARYLAND
MD,0.023782854,Native Hawaian or Pacific Islander,Diabetes,MARYLAND
MD,2.713491801,American Indian or Alaska Native,Diabetes,MARYLAND
MD,1.003991267,White,Kidney Disease,MARYLAND
MD,1.148041582,Black,Kidney Disease,MARYLAND
MD,0.661930967,Hispanic,Kidney Disease,MARYLAND
MD,3.745428593,Asian,Kidney Disease,MARYLAND
MD,1.289959027,American Indian or Alaska Native,Kidney Disease,MARYLAND
MD,NA,Native Hawaian or Pacific Islander,Kidney Disease,MARYLAND
MD,0.979566625,White,Obesity,MARYLAND
MD,1.238218882,Black,Obesity,MARYLAND
MD,0.846783098,Hispanic,Obesity,MARYLAND
MD,1.716276404,Asian,Obesity,MARYLAND
MD,2.220419724,American Indian or Alaska Native,Obesity,MARYLAND
MD,0.024805615,Native Hawaian or Pacific Islander,Obesity,MARYLAND
MD,1.092935951,White,Smoking,MARYLAND
MD,1.076134175,Black,Smoking,MARYLAND
MD,0.506493897,Hispanic,Smoking,MARYLAND
MD,2.736187759,Asian,Smoking,MARYLAND
MD,0.009283198,Native Hawaian or Pacific Islander,Smoking,MARYLAND
MD,2.350648023,American Indian or Alaska Native,Smoking,MARYLAND
MA,1.207521309,White,Senior,MASSACHUSETTS
MA,0.608584393,Black,Senior,MASSACHUSETTS
MA,0.353484679,Hispanic,Senior,MASSACHUSETTS
MA,0.698842886,Asian,Senior,MASSACHUSETTS
MA,0.674111291,American Indian or Alaska Native,Senior,MASSACHUSETTS
MA,0.446517942,Native Hawaian or Pacific Islander,Senior,MASSACHUSETTS
MA,1.056667774,White,Asthma,MASSACHUSETTS
MA,0.732889223,Black,Asthma,MASSACHUSETTS
MA,1.044650912,Hispanic,Asthma,MASSACHUSETTS
MA,1.371943451,Asian,Asthma,MASSACHUSETTS
MA,0.013372642,Native Hawaian or Pacific Islander,Asthma,MASSACHUSETTS
MA,5.048868666,American Indian or Alaska Native,Asthma,MASSACHUSETTS
MA,1.088752563,White,COPD,MASSACHUSETTS
MA,0.632474041,Black,COPD,MASSACHUSETTS
MA,0.852193011,Hispanic,COPD,MASSACHUSETTS
MA,1.025614869,Asian,COPD,MASSACHUSETTS
MA,NA,Native Hawaian or Pacific Islander,COPD,MASSACHUSETTS
MA,10.54912633,American Indian or Alaska Native,COPD,MASSACHUSETTS
MA,0.958251995,White,Diabetes,MASSACHUSETTS
MA,1.120600693,Black,Diabetes,MASSACHUSETTS
MA,1.394988988,Hispanic,Diabetes,MASSACHUSETTS
MA,1.644446718,Asian,Diabetes,MASSACHUSETTS
MA,0.083938592,Native Hawaian or Pacific Islander,Diabetes,MASSACHUSETTS
MA,4.78951278,American Indian or Alaska Native,Diabetes,MASSACHUSETTS
MA,0.941075722,White,Kidney Disease,MASSACHUSETTS
MA,0.938447043,Black,Kidney Disease,MASSACHUSETTS
MA,1.415818179,Hispanic,Kidney Disease,MASSACHUSETTS
MA,2.9330237,Asian,Kidney Disease,MASSACHUSETTS
MA,4.157487585,American Indian or Alaska Native,Kidney Disease,MASSACHUSETTS
MA,NA,Native Hawaian or Pacific Islander,Kidney Disease,MASSACHUSETTS
MA,1.068444014,White,Obesity,MASSACHUSETTS
MA,0.973207341,Black,Obesity,MASSACHUSETTS
MA,0.988837279,Hispanic,Obesity,MASSACHUSETTS
MA,0.646755236,Asian,Obesity,MASSACHUSETTS
MA,2.105391659,American Indian or Alaska Native,Obesity,MASSACHUSETTS
MA,0.034141898,Native Hawaian or Pacific Islander,Obesity,MASSACHUSETTS
MA,1.081963984,White,Smoking,MASSACHUSETTS
MA,0.763432856,Black,Smoking,MASSACHUSETTS
MA,0.931520802,Hispanic,Smoking,MASSACHUSETTS
MA,0.867929753,Asian,Smoking,MASSACHUSETTS
MA,0.055795439,Native Hawaian or Pacific Islander,Smoking,MASSACHUSETTS
MA,5.603840768,American Indian or Alaska Native,Smoking,MASSACHUSETTS
MI,1.138560946,White,Senior,MICHIGAN
MI,0.725283671,Black,Senior,MICHIGAN
MI,0.330877464,Hispanic,Senior,MICHIGAN
MI,0.60100262,Asian,Senior,MICHIGAN
MI,0.656721881,American Indian or Alaska Native,Senior,MICHIGAN
MI,0.516444767,Native Hawaian or Pacific Islander,Senior,MICHIGAN
MI,0.975100849,White,Asthma,MICHIGAN
MI,1.298447526,Black,Asthma,MICHIGAN
MI,0.846308534,Hispanic,Asthma,MICHIGAN
MI,1.842259661,Asian,Asthma,MICHIGAN
MI,NA,Native Hawaian or Pacific Islander,Asthma,MICHIGAN
MI,2.467578799,American Indian or Alaska Native,Asthma,MICHIGAN
MI,1.025498472,White,COPD,MICHIGAN
MI,1.072246274,Black,COPD,MICHIGAN
MI,0.66409741,Hispanic,COPD,MICHIGAN
MI,0.995906115,Asian,COPD,MICHIGAN
MI,0.04454183,Native Hawaian or Pacific Islander,COPD,MICHIGAN
MI,5.002178971,American Indian or Alaska Native,COPD,MICHIGAN
MI,0.994605135,White,Diabetes,MICHIGAN
MI,1.266498088,Black,Diabetes,MICHIGAN
MI,0.769808696,Hispanic,Diabetes,MICHIGAN
MI,1.395054437,Asian,Diabetes,MICHIGAN
MI,NA,Native Hawaian or Pacific Islander,Diabetes,MICHIGAN
MI,3.864139908,American Indian or Alaska Native,Diabetes,MICHIGAN
MI,1.029765172,White,Kidney Disease,MICHIGAN
MI,1.395464404,Black,Kidney Disease,MICHIGAN
MI,0.332863139,Hispanic,Kidney Disease,MICHIGAN
MI,NA,Asian,Kidney Disease,MICHIGAN
MI,1.823391429,American Indian or Alaska Native,Kidney Disease,MICHIGAN
MI,NA,Native Hawaian or Pacific Islander,Kidney Disease,MICHIGAN
MI,1.020583061,White,Obesity,MICHIGAN
MI,1.173611556,Black,Obesity,MICHIGAN
MI,0.828981924,Hispanic,Obesity,MICHIGAN
MI,0.744619889,Asian,Obesity,MICHIGAN
MI,1.898226179,American Indian or Alaska Native,Obesity,MICHIGAN
MI,NA,Native Hawaian or Pacific Islander,Obesity,MICHIGAN
MI,0.976646791,White,Smoking,MICHIGAN
MI,1.13991659,Black,Smoking,MICHIGAN
MI,1.092380817,Hispanic,Smoking,MICHIGAN
MI,2.033299648,Asian,Smoking,MICHIGAN
MI,NA,Native Hawaian or Pacific Islander,Smoking,MICHIGAN
MI,4.135298698,American Indian or Alaska Native,Smoking,MICHIGAN
MN,1.173983147,White,Senior,MINNESOTA
MN,0.320084453,Black,Senior,MINNESOTA
